iter	Logloss
0	0.6022008428
1	0.5105166008
2	0.4624484157
3	0.4058166388
4	0.3600230834
5	0.3268427681
6	0.3034051811
7	0.2889095535
8	0.2789497595
9	0.2711481594
10	0.24973693
11	0.2408529284
12	0.2206512859
13	0.2063998932
14	0.1990070907
15	0.1893322242
16	0.1822279996
17	0.1740820252
18	0.1656172241
19	0.1592974188
20	0.1493947783
21	0.1410638198
22	0.1365640748
23	0.1355429659
24	0.1333696377
25	0.1319108469
26	0.1271500102
27	0.1238931349
28	0.1207127768
29	0.1194731565
30	0.1179662441
31	0.117238422
32	0.1143112364
33	0.1101496898
34	0.1062188725
35	0.1017904457
36	0.1005453725
37	0.1001442152
38	0.09704238211
39	0.09240896253
40	0.09084403067
41	0.08826961399
42	0.08697338427
43	0.08529433331
44	0.08275021938
45	0.07907251791
46	0.07638601456
47	0.07245648824
48	0.07046905144
49	0.06836727393
50	0.06758195178
51	0.06630526127
52	0.06477727563
53	0.06182108856
54	0.06108317953
55	0.06048081202
56	0.05940652544
57	0.05820807976
58	0.05739143246
59	0.05674914112
60	0.05575034698
61	0.05450577963
62	0.05409129907
63	0.05297953631
64	0.05247446023
65	0.05150700256
66	0.05070388948
67	0.04994841307
68	0.04919146999
69	0.04880770801
70	0.04756561269
71	0.04678319285
72	0.046045758
73	0.04468442545
74	0.04414173815
75	0.04319260263
76	0.04284098068
77	0.04202774353
78	0.04158484036
79	0.04068629145
80	0.04010281898
81	0.039801933
82	0.03888275273
83	0.03819642211
84	0.0368268588
85	0.03642913017
86	0.03499440009
87	0.03474664945
88	0.03449992816
89	0.03395059163
90	0.03325302961
91	0.03279546612
92	0.03233893324
93	0.0319512538
94	0.03150169052
95	0.03119979632
96	0.03094053838
97	0.03048305337
98	0.03030637184
99	0.02976884361
100	0.02932182774
101	0.02863643146
102	0.02812232672
103	0.02736386037
104	0.02725122748
105	0.02697861176
106	0.02681640664
107	0.02646669843
108	0.02627330011
109	0.02615691689
110	0.02547080036
111	0.02535002215
112	0.02517065866
113	0.0249996248
114	0.02483253046
115	0.02465683212
116	0.02436428021
117	0.02408750269
118	0.02386624669
119	0.02341518598
120	0.02291765005
121	0.02280060488
122	0.02211750327
123	0.02188642311
124	0.02173702263
125	0.02136650504
126	0.02121855586
127	0.0207640573
128	0.02067475294
129	0.02050948001
130	0.02038747752
131	0.02011207039
132	0.01963468515
133	0.01957065256
134	0.01943878127
135	0.0191587911
136	0.01901866751
137	0.01864735718
138	0.01841883765
139	0.01825310463
140	0.01795757104
141	0.01772292343
142	0.01755002424
143	0.01749080659
144	0.01734294788
145	0.017263977
146	0.01710169597
147	0.01705897854
148	0.01686394487
149	0.01679534448
150	0.01675443121
151	0.0166438059
152	0.01653726299
153	0.01642284491
154	0.01636535788
155	0.01626471521
156	0.01618087233
157	0.01608064813
158	0.01600613914
159	0.01589764493
160	0.0157905607
161	0.01557623184
162	0.01550279687
163	0.01543192369
164	0.01527486618
165	0.01515593062
166	0.01500391219
167	0.01473606344
168	0.01469017252
169	0.01457650877
170	0.01448247288
171	0.01435358081
172	0.01423383114
173	0.01417062989
174	0.01409075406
175	0.01397947128
176	0.01391181251
177	0.01383536288
178	0.01364382937
179	0.01350593524
180	0.01338037125
181	0.01333903411
182	0.01316834436
183	0.01292667495
184	0.01281099678
185	0.01251866348
186	0.01246982356
187	0.01226836165
188	0.01208595344
189	0.01195089047
190	0.01190293236
191	0.01184812126
192	0.01169822416
193	0.01158317677
194	0.01153506546
195	0.01139025301
196	0.01130258512
197	0.01125744202
198	0.01120764525
199	0.01103535351
